"reciprocal time(in Seconds)" "Date (in decimal)" "SNR (unitless)"
34.601 7.05555555555556 1.7312469356585
34.60105 7.05555555555556 1.62004670073396
34.6011 7.05555555555556 1.46495464491259
34.60115 7.05555555555556 1.26295531039273
34.6012 7.05555555555556 0.912147430339401
34.60125 7.05555555555556 0.684604621476944
34.6013 7.05555555555556 0.505329081690206
34.60135 7.05555555555556 0.360770697465721
34.6014 7.05555555555556 0.216971281494974
34.60145 7.05555555555556 0.0503175956435768
34.6015 7.05555555555556 0.2213511036725
34.60155 7.05555555555556 0.63227679872675
34.6016 7.05555555555556 1.14559876618374
34.60165 7.05555555555556 1.53831650667468
34.6017 7.05555555555556 1.73438662084544
34.60175 7.05555555555556 1.72349720565586
34.6018 7.05555555555556 1.51197495950193
34.60185 7.05555555555556 1.17009760034164
34.6019 7.05555555555556 0.771012785201513
34.60195 7.05555555555556 0.480413411838229
34.602 7.05555555555556 0.318135161209808
34.60205 7.05555555555556 0.257881334191966
34.6021 7.05555555555556 0.323184579088757
34.60215 7.05555555555556 0.463273426811689
34.6022 7.05555555555556 0.615747588229877
34.60225 7.05555555555556 0.698475188934414
34.6023 7.05555555555556 0.705081825262268
34.60235 7.05555555555556 0.596750983117523
34.6024 7.05555555555556 0.231147000344171
34.60245 7.05555555555556 0.169302060951249
34.6025 7.05555555555556 0.653351696818767
34.60255 7.05555555555556 1.15077597838046
34.6026 7.05555555555556 1.66159884215401
34.60265 7.05555555555556 2.08817798807896
34.6027 7.05555555555556 2.144619073185
34.60275 7.05555555555556 1.83692868066832
34.6028 7.05555555555556 1.37182435545919
34.60285 7.05555555555556 0.880657801671799
34.6029 7.05555555555556 0.441644405712203
34.60295 7.05555555555556 0.535935448282427
34.603 7.05555555555556 0.893322582588901
34.60305 7.05555555555556 0.951848831851131
34.6031 7.05555555555556 0.799825043941356
34.60315 7.05555555555556 0.560359597740816
34.6032 7.05555555555556 0.343473184410161
34.60325 7.05555555555556 0.228210770108469
34.6033 7.05555555555556 0.207964094347994
34.60335 7.05555555555556 0.313356087261799
34.6034 7.05555555555556 0.347574876010446
34.60345 7.05555555555556 0.445265249125147
34.6035 7.05555555555556 0.598575061239453
34.60355 7.05555555555556 0.738224347751417
34.6036 7.05555555555556 0.810719790131545
34.60365 7.05555555555556 0.900911913299872
34.6037 7.05555555555556 0.926713882598101
34.60375 7.05555555555556 0.886509330453609
34.6038 7.05555555555556 0.815828444484882
34.60385 7.05555555555556 0.735620035603433
34.6039 7.05555555555556 0.810865865014028
34.60395 7.05555555555556 1.12721307447011
34.604 7.05555555555556 1.61820801137977
34.60405 7.05555555555556 2.1770227146188
34.6041 7.05555555555556 2.68843001512959
