"reciprocal time(in Seconds)" "Date (in decimal)" "SNR (unitless)"
34.601 7.05138888888889 0.40725266724403
34.60105 7.05138888888889 0.226043662271458
34.6011 7.05138888888889 0.306678306032487
34.60115 7.05138888888889 0.520088943349732
34.6012 7.05138888888889 0.722803910085398
34.60125 7.05138888888889 0.835662525844836
34.6013 7.05138888888889 0.89254602620732
34.60135 7.05138888888889 0.988979093864019
34.6014 7.05138888888889 0.981182569460164
34.60145 7.05138888888889 0.867669789913879
34.6015 7.05138888888889 0.792548039978168
34.60155 7.05138888888889 0.764397165238922
34.6016 7.05138888888889 0.726748031906709
34.60165 7.05138888888889 0.560646211473335
34.6017 7.05138888888889 0.431417211978514
34.60175 7.05138888888889 0.285517333147512
34.6018 7.05138888888889 0.225750246278792
34.60185 7.05138888888889 0.343831949548556
34.6019 7.05138888888889 0.510378929724117
34.60195 7.05138888888889 0.753672173947576
34.602 7.05138888888889 1.06876712427034
34.60205 7.05138888888889 1.24459198153579
34.6021 7.05138888888889 1.21350328685632
34.60215 7.05138888888889 1.18381532780682
34.6022 7.05138888888889 1.20242726294224
34.60225 7.05138888888889 1.18393146611937
34.6023 7.05138888888889 1.04400069285684
34.60235 7.05138888888889 0.836717754942601
34.6024 7.05138888888889 0.628951441601116
34.60245 7.05138888888889 0.657175306083438
34.6025 7.05138888888889 0.889504850550592
34.60255 7.05138888888889 1.19721410835858
34.6026 7.05138888888889 1.48568762625696
34.60265 7.05138888888889 1.62931596891005
34.6027 7.05138888888889 1.54193414181597
34.60275 7.05138888888889 1.37836012138023
34.6028 7.05138888888889 1.26058889242342
34.60285 7.05138888888889 1.23676107139149
34.6029 7.05138888888889 1.29934174357659
34.60295 7.05138888888889 1.32566397984477
34.603 7.05138888888889 1.30526382547908
34.60305 7.05138888888889 1.22376411387246
34.6031 7.05138888888889 1.08577906545749
34.60315 7.05138888888889 0.956725423497299
34.6032 7.05138888888889 0.771383529149151
34.60325 7.05138888888889 0.495011283622185
34.6033 7.05138888888889 0.43969050880555
34.60335 7.05138888888889 0.65910738902334
34.6034 7.05138888888889 0.831402035307106
34.60345 7.05138888888889 0.978315606089737
34.6035 7.05138888888889 1.04766743851837
34.60355 7.05138888888889 0.719407737613684
34.6036 7.05138888888889 0.0705222807658341
34.60365 7.05138888888889 0.543469951693979
34.6037 7.05138888888889 1.02544561620651
34.60375 7.05138888888889 1.37848909188694
34.6038 7.05138888888889 1.68278044512498
34.60385 7.05138888888889 1.72070180692637
34.6039 7.05138888888889 1.45494667483388
34.60395 7.05138888888889 1.15523184656544
34.604 7.05138888888889 0.886686894795089
34.60405 7.05138888888889 0.755218557661162
34.6041 7.05138888888889 0.62305059524026
34.60415 7.05138888888889 0.455089389787096
34.6042 7.05138888888889 0.45191223006287
34.60425 7.05138888888889 0.731262254874476
34.6043 7.05138888888889 1.126060606709
34.60435 7.05138888888889 1.52004789076942
34.6044 7.05138888888889 1.72434906908942
34.60445 7.05138888888889 1.52492100989427
34.6045 7.05138888888889 0.94566826276647
34.60455 7.05138888888889 0.285702433940403
34.6046 7.05138888888889 0.465166032675407
34.60465 7.05138888888889 1.03159944262389
34.6047 7.05138888888889 1.50549919610509
34.60475 7.05138888888889 1.74196429679167
34.6048 7.05138888888889 1.7033347508983
34.60485 7.05138888888889 1.57749762979447
34.6049 7.05138888888889 1.45748361434823
34.60495 7.05138888888889 1.32095583462874
34.605 7.05138888888889 1.10229233087484
34.60505 7.05138888888889 0.778510703106405
34.6051 7.05138888888889 0.452259587404272
34.60515 7.05138888888889 0.354400252177936
34.6052 7.05138888888889 0.412941238837004
34.60525 7.05138888888889 0.403377086783434
34.6053 7.05138888888889 0.307098357057739
34.60535 7.05138888888889 0.358553436860115
34.6054 7.05138888888889 0.45256721153609
34.60545 7.05138888888889 0.473911654111326
34.6055 7.05138888888889 0.406426677921183
34.60555 7.05138888888889 0.327821217419408
34.6056 7.05138888888889 0.658825292108192
34.60565 7.05138888888889 0.983532126439127
34.6057 7.05138888888889 1.11992692593047
34.60575 7.05138888888889 1.12102481391791
34.6058 7.05138888888889 1.05249411674498
34.60585 7.05138888888889 0.938690055183055
34.6059 7.05138888888889 0.740845638833287
34.60595 7.05138888888889 0.627577440657083
34.606 7.05138888888889 0.713483790148992
34.60605 7.05138888888889 0.912581180907507
34.6061 7.05138888888889 1.10042241908484
34.60615 7.05138888888889 1.22538925789528
34.6062 7.05138888888889 1.29659242028622
34.60625 7.05138888888889 1.38348747974686
34.6063 7.05138888888889 1.47902607735647
34.60635 7.05138888888889 1.55207488401561
